ERAID|Title|Acronym|Rank|FoR1|FoR1 Name|FoR2|FoR2 Name|FoR3|FoR3 Name
42342|ACM Workshop on Scalable Trusted Computing|STC|B|0803|Computer Software||||
42345|ACM/IEEE International Conference on Distributed Smart Cameras|ICDSC|B|0803|Computer Software||||
42350|ACM/IFIP/USENIX International Middleware Conference|Middleware|A|0803|Computer Software||||
42354|ACM-SIGACT Symposium on Principles of Programming Languages|POPL|A|0803|Computer Software||||
42356|ACM-SIGPLAN Conference on Programming Language Design and Implementation|PLDI|A|0803|Computer Software||||
42360|Ada-Europe International Conference on Reliable Software Technologies|EuAda|B|0803|Computer Software||||
42389|Annual Computer Security Applications Conference|ACSAC|A|0803|Computer Software||||
42404|Annual International Conference on Ada|TRI-Ada|C|0803|Computer Software||||
42407|Annual PKI R&D Workshop|PKI|C|0803|Computer Software||||
42421|Architectural Support for Programming Languages and Operating Systems|ASPLOS|A|0803|Computer Software||||
42445|ASIAN Symposium on Programming Languages and Systems|APLAS|B|0803|Computer Software||||
45009|Asia-Pacific Bioinformatics Conference|APBC|B|0803|Computer Software||||
42458|Asia-Pacific Software Engineering Conference|APSEC|C|0803|Computer Software||||
42462|Aspect-Orientation Asia|AO-Asia|C|0803|Computer Software||||
42463|Aspect-Oriented Software Development|AOSD|A|0803|Computer Software||||
42477|Australasian Compumod Users' Conference|COMPUMOD|C|0803|Computer Software||||
42478|Australasian Computer Architecture Conference|ACAC|C|0803|Computer Software||||
42480|Australasian Computer Systems Architecture Conference (now Asia-Pacific Computer Systems Architecture Conference)|ACSAC|B|0803|Computer Software||||
42488|Australasian Conference on Pattern Languages of Programs|KoalaPLoP|C|0803|Computer Software||||
42497|Australasian Information Security Workshop 2007 (Privacy Enhancing Technologies)|AISW-PET|C|0803|Computer Software||||
42501|Australasian Refinement Workshop|AuRW|C|0803|Computer Software||||
42528|Australian Conference on Software Metrics|ACOSM|C|0803|Computer Software||||
42545|Australian Software Engineering Conference|ASWEC|B|0803|Computer Software||||
42550|Australian UNIX Users Group National Conference|AUUG|C|0803|Computer Software||||
42554|Australian Workshop on Requirements Engineering|AWRE|B|0803|Computer Software|0806|Information Systems||
42556|Australian Workshop on Software Architecture|AWSA|C|0803|Computer Software||||
42558|Automated Software Engineering Conference|ASE|A|0803|Computer Software||||
42564|Benelux Workshop on Information and System Security|WISSec|C|0803|Computer Software||||
42573|Brazilian Symposium on Information and Computer Systems Security|SBSEG|C|0803|Computer Software||||
45010|Complexity and information-theoretic approaches to biology|CITB|B|0803|Computer Software||||
42607|Computational Intelligence in Security for Information Systems|CISIS|B|0803|Computer Software||||
42636|Conference on Agile Software Development|Agile|B|0803|Computer Software||||
42644|Conference on Computers, Freedom, and Privacy|CFP|C|0803|Computer Software||||
42656|Conference on RFID Security|RFIDSec|C|0803|Computer Software||||
42657|Conference on Security and Cryptography for Networks|SCN|B|0803|Computer Software||||
42658|Conference on Security in Network Architectures and Information Systems|SAR-SSI|C|0803|Computer Software||||
42663|Conference on the Quality of Software Architectures|QoSA|A|0803|Computer Software||||
42723|Domain - Specific Languages for Software Engineering|DSLSE|C|0803|Computer Software||||
42724|Domain Specific Aspect Languages|DSAL|C|0803|Computer Software||||
42728|Dynamic Languages Symposium|DLS|B|0803|Computer Software||||
42758|Euromicro Conference on Software Engineering and Advanced Applications|SEAA|C|0803|Computer Software||||
45011|European Conference on Computational Biology|ECCB|B|0803|Computer Software||||
42782|European Conference on Object-Oriented Programming|ECOOP|A|0803|Computer Software||||
42785|European Conference on Pattern Languages of Programs|EuroPLop|B|0803|Computer Software||||
42788|European Conference on Software Maintenance and Reengineering|CSMR|C|0803|Computer Software||||
42798|European Lisp Workshop|ELW|C|0803|Computer Software||||
42802|European PKI Workshop: Theory and Practice|EUROPKI|B|0803|Computer Software||||
42805|European Software Engineering Conference|ESEC|B|0803|Computer Software||||
42810|European Symposium on Programming|ESOP|A|0803|Computer Software||||
42811|European Symposium On Research In Computer Security|ESORICS|A|0803|Computer Software||||
42818|European Workshop on Security and Privacy in Ad -Hoc and Sensor Networks|ESAS|C|0803|Computer Software||||
42820|Eurosys Conference|EuroSys|A|0803|Computer Software||||
42825|Extreme Markup Languages|Extreme|C|0803|Computer Software||||
42836|Formal Methods in Software Engineering and Defence Systems Workshop|FMSEDS|C|0803|Computer Software||||
42840|Foundations of Aspect-Oriented Languages|FOAL|C|0803|Computer Software||||
42842|Foundations of Software Science and Computational Structures|FOSSACS|C|0803|Computer Software||||
42848|Functional and Declarative Programming in Education|FDPE|C|0803|Computer Software||||
42849|Fundamental Approaches to Software Engineering|FASE|B|0803|Computer Software||||
42859|GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment|DIMVA|C|0803|Computer Software||||
42868|Haskell Workshop|HASKELL|C|0803|Computer Software||||
45012|IEEE Bioinformatics and Bioengineering|BIBE|C|0803|Computer Software||||
45013|IEEE Computational Systems Bioinformatics Conference|CSB|A|0803|Computer Software||||
42892|IEEE Computer Security Foundations Symposium (was CSFW)|CSF|A|0803|Computer Software||||
42934|IEEE International Conference on COTS-Based Software Systems|ICCBSS|C|0803|Computer Software||||
42943|IEEE International Conference on Global Software Engineering|ICGSE|C|0803|Computer Software||||
42951|IEEE International Conference on Intelligence and Security Informatics|ISI|C|0803|Computer Software||||
42970|IEEE International Conference on Software Maintenance|ICSM|A|0803|Computer Software||||
42981|IEEE International On-Line Testing Symposium|IOLTS|C|0803|Computer Software||||
42985|IEEE International Requirements Engineering Conference|RE|A|0803|Computer Software||||
42995|IEEE International Symposium on High Assurance Systems Engineering|HASE|B|0803|Computer Software||||
43002|IEEE International Symposium on Performance Analysis of Systems and Software|ISPASS|C|0803|Computer Software||||
43004|IEEE International Symposium on Security in Networks and Distributed Systems|SSNDS|C|0803|Computer Software||||
43016|IEEE International Workshop on Source Code Analysis and Manipulation|SCAM|C|0803|Computer Software||||
43026|IEEE Software Engineering Workshop|SEW|C|0803|Computer Software||||
43044|IEEE Symposium on Computer Arithmetic|ARITH|C|0803|Computer Software||||
43050|IEEE Symposium on Rapid Prototyping|RSP|C|0803|Computer Software||||
43062|IEEE Working Conference on Reverse Engineering|WCRE|B|0803|Computer Software||||
43088|IEEE/IFIP International Conference on Dependable Systems|DSN|A|0803|Computer Software||||
43091|IEEE/IFIP International Symposium on Trusted Computing and Communications|TrustCom|A|0803|Computer Software||||
43092|IEEE/IFIP Working Conference on Software Architecture (now with ECSA)|WICSA|A|0803|Computer Software||||
43098|IFAC Conference on System Structure and Control|SSC|C|0803|Computer Software||||
43108|IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification|FORTE|A|0803|Computer Software||||
43113|IFIP/ACM Working Conference on Component Deployment|CD|B|0803|Computer Software||||
43118|IMA International Conference on Cryptography and Coding||B|0803|Computer Software|0804|Data Format||
43131|Information Security Practice and Experience Conference|ISPEC|B|0803|Computer Software||||
43132|Information Security Symposium|CERIAS|C|0803|Computer Software||||
45014|Intelligent Systems in Molecular Biology|ISMB|A|0803|Computer Software||||
43184|International Computer Software and Applications Conference|COMPSAC|B|0803|Computer Software||||
43197|International Conference of Z and B Users|ZB|C|0803|Computer Software||||
43198|International Conference of Z Users|ZUSER|C|0803|Computer Software||||
43223|International Conference on Applied Cryptography and Network Security|ACNS|B|0803|Computer Software||||
43237|International Conference on Autonomic and Trusted Computing|ATC|C|0803|Computer Software||||
43239|International Conference on Availability, Reliability and Security|ARES|B|0803|Computer Software||||
43251|International Conference on Communication System Software and Middleware|COMSWARE|C|0803|Computer Software||||
43253|International Conference on Compiler Construction|CC|A|0803|Computer Software||||
43262|International Conference on Computational Intelligence and Security|CIS|C|0803|Computer Software||||
43279|International Conference on Computer Safety, Reliability and Security|SAFECOMP|B|0803|Computer Software||||
43301|International Conference on Coordination Models and Languages|Coordination|A|0803|Computer Software||||
43303|International Conference on Cryptology and Network Security|CANS|B|0803|Computer Software||||
43312|International Conference on Dependability of Computer Systems|DEPCoS|C|0803|Computer Software||||
43313|International Conference on Dependable, Autonomic and Secure Computing|DASC|C|0803|Computer Software||||
43345|International Conference on Evaluation and Assessment in Software Engineering|EASE|A|0803|Computer Software||||
43124|International Conference on Evaluation of Novel Approaches to Software Engineering|ENASE|B|0803|Computer Software||||
43348|International Conference on extreme Programming and Flexible Processes in Software Engineering|XP|B|0803|Computer Software||||
43355|International Conference on Formal Engineering Methods|FEM|B|0803|Computer Software||||
43361|International Conference on Functional Programming|ICFP|A|0803|Computer Software||||
43363|International Conference on Generative Programming and Component Engineering|GPCE|B|0803|Computer Software||||
43392|International Conference on Information and Communications Security|ICICS|B|0803|Computer Software||||
43399|International Conference on Information Security and Assurance|ISA|C|0803|Computer Software||||
43405|International Conference on Information Systems Security|ICISS|B|0803|Computer Software||||
43409|International Conference on Information Technology: Coding and Computing|ITCC|C|0803|Computer Software||||
43410|International Conference on Information Theoretic Security|ICITS|C|0803|Computer Software||||
43430|International Conference on Internet Monitoring and Protocol|ICIMP|C|0803|Computer Software||||
45040|International Conference on Model Transformation|ICMT|B|0803|Computer Software||||
43468|International Conference on network and System Security|NSS|B|0803|Computer Software||||
43496|International Conference on Principles and Practice of Constraint Programming|CP|A|0803|Computer Software||||
43497|International Conference on Principles and Practice of Declarative Programming|PPDP|B|0803|Computer Software||||
43501|International Conference on Program Comprehension (was IWPC)|ICPC|C|0803|Computer Software||||
43502|International Conference on Provable Security|ProvSec|B|0803|Computer Software||||
43504|International Conference on Quality Software|QSIC|B|0803|Computer Software||||
43509|International Conference on Reliable Software Technologies|RST|A|0803|Computer Software||||
43511|International Conference on Risks and Security of Internet and Systems|CRiSIS|C|0803|Computer Software||||
43516|International Conference on Security and Privacy for Communication Networks|SecureCom|A|0803|Computer Software||||
43518|International Conference on Security of Information and Networks|SIN|C|0803|Computer Software||||
43523|International Conference on Software and Data Technologies|ICSoft|B|0803|Computer Software||||
45041|International Conference on Software Composition|SC|B|0803|Computer Software||||
43524|International Conference on Software Development|SWDC|B|0803|Computer Software||||
43525|International Conference on Software Engineering|ICSE|A|0803|Computer Software||||
43526|International Conference on Software Engineering Advances|ICSEA|C|0803|Computer Software||||
43527|International Conference on Software Engineering and Formal Methods|SEFM|B|0803|Computer Software||||
43529|International Conference on Software Engineering Theory and Practice|SETP|C|0803|Computer Software||||
43530|International Conference on Software Language Engineering|SLE|B|0803|Computer Software||||
43531|International Conference on Software Methods and Tools|SoMeT|B|0803|Computer Software||||
43532|International Conference on Software Process|ICSP|A|0803|Computer Software||||
43534|International Conference on Software Quality Management|SQM|C|0803|Computer Software||||
43535|International Conference on Software Reuse|ICSR|A|0803|Computer Software||||
43536|International Conference on Software Testing, Verification and Validation|ICST|C|0803|Computer Software||||
43545|International Conference on Systems Engineering|ISCEng|C|0803|Computer Software||||
45042|International Conference on Tests and Proofs|TAP|B|0803|Computer Software||||
43565|International Conference on Trust Management|iTrust|C|0803|Computer Software||||
43566|International Conference on Trust, Privacy and Security in Digital Business|TrustBus|B|0803|Computer Software||||
43574|International Conference on Virtual Execution Environments|VEE|A|0803|Computer Software||||
43587|International Conference Software and Systems Engineering and their Applications|ICSSEA|C|0803|Computer Software||||
43588|International Conference/Workshop on Practice and Theory in Public Key Cryptography|PKC|B|0803|Computer Software||||
43619|International IEEE Security in Storage Workshop|SISW|C|0803|Computer Software||||
43620|International IEEE Workshop on Software Evolvability|SE|C|0803|Computer Software||||
43622|International Joint Conference CAAP/FASE on Theory and Practice of Software Development|TAPSOFT|C|0803|Computer Software||||
43643|International Python Conference|IPythC|C|0803|Computer Software||||
43648|International Symposium Component-Based Software Engineering|CBSE|A|0803|Computer Software||||
43663|International Symposium on Automated Technology for Verification and Analysis|ATVA|A|0803|Computer Software||||
43668|International Symposium on Code Generation and Optimization|CGO|A|0803|Computer Software||||
43678|International Symposium on Data, privacy and E-Commerce|ISDPE|C|0803|Computer Software||||
43680|International Symposium on Empirical Software Engineering|ISESE|B|0803|Computer Software||||
43681|International Symposium on Empirical Software Engineering and Measurement|ESEM|A|0803|Computer Software||||
43689|International Symposium on Future Software Technology|ISFST|C|0803|Computer Software||||
43691|International Symposium on High Performance Computer Architecture|HPCA|A|0803|Computer Software||||
43705|International Symposium on Memory Management|ISMM|A|0803|Computer Software||||
43709|International Symposium on Object Technologies for Advanced Software|ISOTAS|C|0803|Computer Software||||
43716|International Symposium on Software Reliability Engineering|ISSRE|A|0803|Computer Software||||
43165|International Symposium on Software Testing and Analysis|ISSTA|A|0803|Computer Software||||
43728|International Symposium on Theoretical Aspects of Software Engineering|TASE|C|0803|Computer Software||||
43733|International Symposiums on Wikis|WIKISYM|B|0803|Computer Software||||
43743|International Workshop of Privacy Enhancing Technologies|PET|B|0803|Computer Software||||
43744|International Workshop of the Initiative for the Evaluation of XML Retrieval|INEX|C|0803|Computer Software||||
43750|International Workshop on Aliasing, Confinement and Ownership|IWACO|C|0803|Computer Software||||
43757|International Workshop on C# and .NET Technologies|C#|C|0803|Computer Software||||
43848|International Workshop on Comparative Evaluation in Requirements Engineering|CERE|C|0803|Computer Software||||
43762|International Workshop on Computer-Aided Software Eng|IWCASE|B|0803|Computer Software||||
43763|International Workshop on Critical Information Infrastructures Security|CRITIS|C|0803|Computer Software||||
43767|International Workshop on Distributed Object Management|IWDOM|C|0803|Computer Software||||
43770|International Workshop on Economics-Driven Software Engineering Research|EDSER|C|0803|Computer Software||||
43780|International Workshop on Foundations of Object-Oriented Languages|FOOL|C|0803|Computer Software||||
43794|International Workshop on Information Security Applications|WISA|C|0803|Computer Software||||
43797|International Workshop on Issues in the Theory of Security|WITS|C|0803|Computer Software||||
43800|International Workshop on Metamodelling - Utilization in Software Engineering|MUSE|C|0803|Computer Software||||
43804|International Workshop on Modelling in Software Engineering|MISE|C|0803|Computer Software||||
43811|International Workshop on Parsing Technologies|IWPT|C|0803|Computer Software||||
43815|International Workshop on Program Comprehension (now ICPC)|IWPC|C|0803|Computer Software||||
43818|International Workshop on Realising Evidence-based Software Engineering|REBSE|C|0803|Computer Software||||
43820|International Workshop on Requirements Engineering: Foundation for Software Quality|REFSQ|B|0803|Computer Software||||
43823|International Workshop on Schema Languages for XML|X-Schemas|C|0803|Computer Software||||
43824|International Workshop on Security|IWSEC|B|0803|Computer Software||||
43825|International Workshop on Security in Information Systems|WOSIS|C|0803|Computer Software||||
43826|International Workshop on Security Protocols|IWSP|C|0803|Computer Software||||
43830|International Workshop on Software Process Simulation and Modelling (now ICSP)|PROSim|B|0803|Computer Software||||
43831|International Workshop on Software Product Management|IWSPM|C|0803|Computer Software||||
43839|International Workshop on Visualization for Cyber Security|VizSec|C|0803|Computer Software||||
43880|Joint iTrust and PST Conferences on Privacy, Trust Management and Security|IFIP TM|C|0803|Computer Software||||
43881|Joint Modular Languages Conference|JMLC|B|0803|Computer Software||||
43882|Joint Working Conference on Secure Information Networks: Communications and Multimedia Security|CMS|C|0803|Computer Software||||
43894|Language Descriptions, Tools and Applications|LDTA|B|0803|Computer Software||||
43896|Latin American Conference on Pattern Languages of Programming|SugarLoafPLoP|C|0803|Computer Software||||
43937|National Information Systems Security Conference (was National Computer Security Conference)|NISSC|C|0803|Computer Software||||
43939|NATO Conference on software engineering|NATOSE|C|0803|Computer Software||||
43947|Nordic Conference on Pattern Languages of Programs|VikingPLoP|C|0803|Computer Software||||
43950|Nordic Workshop on Secure IT Systems|NordSec|C|0803|Computer Software||||
43952|North American Conference on Logic Programming|NACLP|C|0803|Computer Software||||
43957|Onward Software Engineering|Onward|C|0803|Computer Software||||
45019|Pacific Symposium on Biocomputing|PSB|C|0803|Computer Software||||
43984|Pattern Languages of Programs|PLOP|B|0803|Computer Software||||
43991|Practical Aspects of Declarative Languages|PADL|B|0803|Computer Software||||
43993|Practices of Linking Aspect Technology and Evolution|PLATE|C|0803|Computer Software||||
43994|Prague Stringology Conference|PSC|C|0803|Computer Software||||
43996|Principles and Practice of Programming in Java|PPPJ|C|0803|Computer Software||||
43998|Processing Declarative Knowledge, International Workshop|PDK|C|0803|Computer Software||||
43999|Product Focused Software Process Improvement|PROFES|B|0803|Computer Software||||
44001|Programming Language Techniques for XML|PLAN-X|C|0803|Computer Software||||
44008|Reflection, AOP and Meta-Data for Software Evolution|RAM-SE|C|0803|Computer Software||||
44009|Relationships and Associations in Object-Oriented Languages|RAOOL|C|0803|Computer Software||||
44029|Service Oriented Computing: Consequences for Engineering Requirements|SOCCER|C|0803|Computer Software||||
44047|Software Engineering Education and Training Conference|SEET|C|0803|Computer Software||||
44049|Software Quality Conference|SQC|C|0803|Computer Software||||
44050|Software Technology and Engineering Practice Conference|STEP|B|0803|Computer Software||||
44055|Southwestern Conference on Pattern Languages of Programs|ChiliPLoP|C|0803|Computer Software||||
44083|Symposium on Assessment of Quality S/W Dev Tools|AQSDT|C|0803|Computer Software||||
44101|Systems Engineering / Test and Evaluation Conference|SETE|C|0803|Computer Software||||
42264|Technology of Object-Oriented Languages and Systems Europe|TOOLS Europe|B|0803|Computer Software||||
44125|Tools and Algorithms for Construction and Analysis of Systems|TACAS|A|0803|Computer Software||||
44139|Unified Modelling Language|UML|B|0803|Computer Software||||
44145|Usable Security Workshop|USEC|C|0803|Computer Software||||
44148|Usenix Network and Distributed System Security Symposium|NDSS|A|0803|Computer Software|0805|Distributed Computing||
44149|Usenix Security Symposium|USENIX-Security|A|0803|Computer Software||||
44150|Usenix Symposium on Operating Systems Design and Implementation|OSDI|A|0803|Computer Software||||
44151|USENIX Windows NT Symposium|UWNTS|C|0803|Computer Software||||
44153|USENIX Workshop on Hot Topics in Operating Systems|HotOS|A|0803|Computer Software||||
44155|Verification, Model Checking and Abstract Interpretation|VMCAI|B|0803|Computer Software||||
44163|Visual Languages and Formal Methods|VLFM|C|0803|Computer Software||||
44177|Workshop in Information Security Theory and Practices|WISTP|C|0803|Computer Software||||
44190|Workshop on Aspect Oriented Requirements Engineering and Architecture Design|Early Aspects|C|0803|Computer Software||||
44191|Workshop on Aspect-Oriented Modelling|AOM|C|0803|Computer Software||||
44192|Workshop on Aspects, Components, and Patterns for Infrastructure Software|ACP4IS|C|0803|Computer Software||||
44193|Workshop on Assurance Cases for Security|DSN|C|0803|Computer Software||||
44201|Workshop on Component-Oriented Programming|WCOP|C|0803|Computer Software||||
44204|Workshop on Cryptographic Hardware and Embedded Systems|CHES|C|0803|Computer Software||||
44208|Workshop on Declarative Programming in the Context of OO Languages|DP-COOL|C|0803|Computer Software||||
44210|Workshop on Domain Specific Modelling|DSM|C|0803|Computer Software||||
44211|Workshop on Duplicating, Deconstructing, and Debunking|WDDD|C|0803|Computer Software||||
44215|Workshop on Formal Techniques for Java Programs|FTJP|C|0803|Computer Software||||
44219|Workshop On Java For High-Performance Computing|JHPC|C|0803|Computer Software||||
44227|Workshop on Multiparadigm Programming with OO Languages|MPOOL|C|0803|Computer Software||||
44231|Workshop on Object-Oriented Database Systems|OODBS|C|0803|Computer Software||||
44232|Workshop on Object-Oriented Development|WOOD|C|0803|Computer Software||||
44234|Workshop on Parallel and Distributed Debugging ACM/ONR|PADD|C|0803|Computer Software||||
44237|Workshop on Power Aware Computing and Systems|HotPower|B|0803|Computer Software||||
44239|Workshop on Programming Languages and Operating Systems|PLOS|B|0803|Computer Software||||
44244|Workshop on Runtime Verification|RV|C|0803|Computer Software||||
42292|ACM International Conference on Knowledge Discovery and Data Mining|SIGKDD|A|0804|Data Format||||
42297|ACM International Conference on Web Search and Data Mining|WSDM|B|0804|Data Format|0805|Distributed Computing||
42302|ACM International Workshop On Multimedia Databases|MMDB|C|0804|Data Format||||
42312|ACM SIGIR Workshop on XML and Information Retrieval|SIGIR/XML|C|0804|Data Format||||
42313|ACM SIGMM International Workshop on Multimedia Information Retrieval|MIR|B|0804|Data Format||||
42315|ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems|PODS|A|0804|Data Format||||
42325|ACM Special Interest Group on Management of Data Conference|SIGMOD|A|0804|Data Format||||
42327|ACM Symposium of Mobile and Ad Hoc Computing|MOBIHOC|A|0804|Data Format||||
42328|ACM Symposium on Applied Computing|SAC|B|0804|Data Format||||
42332|ACM Symposium on Principles of Database Systems|SPDS|C|0804|Data Format||||
42359|Active and Real-Time Database Systems|ARTDB|C|0804|Data Format||||
42366|Advances in Cryptology|CRYPTO|A|0804|Data Format||||
42400|Annual Conference on Privacy, Security and Trust|PST|C|0804|Data Format||||
42411|Annual Workshop on Selected Areas in Cryptography|SELCRYP|C|0804|Data Format||||
42484|Australasian Conference on Information Security and Privacy|ACISP|B|0804|Data Format||||
42492|Australasian Database Conference|ADC|B|0804|Data Format||||
42496|Australasian Information Security Conference|AISC|B|0804|Data Format||||
42513|Australasian Workshop on Health Data and Knowledge Management|HDKM|B|0804|Data Format||||
42530|Australian Data Mining Conference|AusDM|B|0804|Data Format||||
42531|Australian Digital Forensics Conference||B|0804|Data Format||||
42535|Australian Information Security Management Conference||B|0804|Data Format||||
42561|Automation of Software Test|AST|C|0804|Data Format||||
42571|Brazilian Symposium on Databases|SBBD|C|0804|Data Format||||
42578|British National Conference on Databases|BNCOD|B|0804|Data Format||||
42592|Chilean Database Workshop|JCC/WBD(CDW)|C|0804|Data Format||||
42602|Committee on Data for Science and Technology|CODATA|C|0804|Data Format||||
42669|Constraint Databases and Applications|CDB|C|0804|Data Format||||
42685|Cryptography Policy and Algorithms Conference|CryPAC|C|0804|Data Format||||
42686|Crypto'Puces|Crypto'Puces|C|0804|Data Format||||
42691|Data Compression Conference|DCC|A|0804|Data Format||||
42693|Data Warehousing and Knowledge Discovery|DaWaK|B|0804|Data Format||||
42694|Database Systems for Advanced Applications|DASFAA|A|0804|Data Format||||
42695|Databases and Programming Language|DBPL|B|0804|Data Format||||
42696|Declarative Agent Languages and Technologies|DALT|B|0804|Data Format||||
42699|Design and Management of Data Warehouses|DMDW|C|0804|Data Format||||
42734|ECRYPT Workshop on Cryptographic Hash Functions||C|0804|Data Format||||
42735|ECRYPT Workshop on Tools for Cryptanalysis||C|0804|Data Format||||
42737|Educational Data Mining|EDM|B|0804|Data Format||||
42786|European Conference on Principles and Practice of Knowledge Discovery in Databases|PKDD|A|0804|Data Format||||
42797|European Institute for Computer Anti-Virus Research EICAR Conference|EICAR|C|0804|Data Format||||
42819|European-Japanese Conference on Information Modelling and Knowledge Bases|EJC|C|0804|Data Format||||
42824|Extending Database Technology|EDBT|A|0804|Data Format||||
42826|Far East Workshop on Future DB Systems|FEWFDB|C|0804|Data Format||||
42828|Financial Cryptography|FINCRY|B|0804|Data Format||||
42829|Financial Cryptography and Data Security Conference|FC|A|0804|Data Format||||
42834|Formal and Computational Cryptography|FCC|C|0804|Data Format||||
42839|Forum on Specification, Verification and Design Languages|FDL|C|0804|Data Format||||
42902|IEEE Conference on Mass Storage Systems and Technologies|MSST|C|0804|Data Format||||
42936|IEEE International Conference on Data Mining|ICDM|A|0804|Data Format||||
42899|IEEE International Conference on e-Business Engineering|ICEBE|B|0804|Data Format|1203|Design Practice and Management||
42949|IEEE International Conference on Information Integration and Reuse|IEEE IRI|C|0804|Data Format||||
42996|IEEE International Symposium on Information Theory|ISIT|B|0804|Data Format||||
43008|IEEE International Working Conference on Mining Software Repositories|MSR|C|0804|Data Format||||
43010|IEEE International Workshop on Databases for Next-Generation Researchers|SWOD|C|0804|Data Format||||
43019|IEEE Knowledge and Data Engineering Exchange Workshop|KDEEW|C|0804|Data Format||||
43107|IFIP International Information Security Conference|IFIP SEC|B|0804|Data Format|0806|Information Systems||
43110|IFIP Working Conference on Visual Database Systems|VDbS|C|0804|Data Format||||
43130|Information Security Conference|ISC|B|0804|Data Format||||
43138|Information Theory Workshop|ITW|B|0804|Data Format||||
43150|Int. Workshop on Multi-Media Data Base Management Systems|IW-MMDBMS|C|0804|Data Format||||
43152|Integrated Data Environments Australia Workshop|IDEAW|C|0804|Data Format||||
43156|Intelligent Data Analysis|IDA|A|0804|Data Format||||
43172|International Baltic Conference on Databases and Information Systems|DB&IS|B|0804|Data Format||||
43204|International Conference on Advanced Data Mining and Applications|ADMA|B|0804|Data Format||||
43292|International Conference on Conceptual Modelling|ER|A|0804|Data Format||||
43304|International Conference on Cryptology in India|INDOCRYPT|B|0804|Data Format||||
43307|International Conference on Data Engineering|ICDE|A|0804|Data Format||||
43309|International Conference on Database Systems for Advanced Applications|DSAA|C|0804|Data Format||||
43310|International Conference on Database Theory|ICDT|A|0804|Data Format||||
43327|International Conference on Dublin Core and Metadata Applications|DC|C|0804|Data Format||||
43331|International Conference on Electronic Voting|EVOTE|C|0804|Data Format||||
43358|International Conference on Foundation on Data Organization|FODO|A|0804|Data Format||||
43400|International Conference on Information Security and Cryptography|SECRYPT|B|0804|Data Format||||
43401|International Conference on Information Security and Cryptology|ICISC|B|0804|Data Format||||
43432|International Conference on Knowledge Discovery and Data Mining|WKDD|C|0804|Data Format||||
43457|International Conference on Mobile Data Management|MDM|C|0804|Data Format||||
43482|International Conference on Pairing-based Cryptography|Pairing|C|0804|Data Format||||
43515|International Conference on Scientific and Statistical Data Base Management|SSDBM|A|0804|Data Format||||
43533|International Conference on Software Process and Product Measurement|MENSURA|C|0804|Data Format||||
43554|International Conference on the Statistical Analysis of Textual Data|JADT|C|0804|Data Format||||
43555|International Conference on the Theory and Application of Cryptographic Techniques|EuroCrypt|A|0804|Data Format||||
43556|International Conference on the Theory and Application of Cryptology and Information Security|ASIACRYPT|A|0804|Data Format||||
43573|International Conference on Very Large Databases|VLDB|A|0804|Data Format||||
43604|International Database Engineering and Applications Symposium|IDEAS|B|0804|Data Format||||
43646|International Semantic Web Conference|ISWC|B|0804|Data Format||||
43651|International Symposium on Advanced DB Technologies and Integration|ADTI|B|0804|Data Format||||
43677|International Symposium on Cooperative Database Systems for Advanced Applications|CODAS|C|0804|Data Format||||
43693|International Symposium on Information Assurance and Security|IAS|C|0804|Data Format||||
43695|International Symposium on Information Theory and Its Applications|ISITA|B|0804|Data Format||||
43708|International Symposium on Next Generation Data Base Systems and Applications|NGDB|C|0804|Data Format||||
43713|International Symposium on Recent Advances in Intrusion Detection|RAID|B|0804|Data Format||||
43717|International Symposium on Spatial Data Handling|SDH|C|0804|Data Format|1205|Urban and Regional Planning||
43721|International Symposium on String Processing and Information Retrieval|SPIRE|B|0804|Data Format||||
43740|International Wordnet Conference (Global Wordnet Conference)|GWC|C|0804|Data Format||||
43742|International Workshop in Software Measurement|IWSM|C|0804|Data Format||||
43753|International Workshop on Boolean Functions: Cryptography and Applications|BFCA|C|0804|Data Format||||
43758|International Workshop on Coding and Cryptography|WCC|B|0804|Data Format||||
43764|International Workshop on Data Warehousing and OLAP|DOLAP|B|0804|Data Format||||
43769|International Workshop on Domain Driven Data Mining|DDDM|C|0804|Data Format||||
43774|International Workshop on Evolution and Change in Data Management|ECDM|C|0804|Data Format||||
43775|International Workshop on Fast Software Encryption|FSE|B|0804|Data Format||||
43779|International Workshop on Foundations of Models and Languages for Data and Objects|FMLDO|C|0804|Data Format||||
43785|International Workshop on Group-Oriented Cryptographic Protocols|GOCP|C|0804|Data Format||||
43792|International Workshop on Incorporating COTS Software into Software Systems, Tools and Techniques|IWICSS|C|0804|Data Format||||
43793|International Workshop on Information Hiding|IH|C|0804|Data Format||||
43803|International Workshop on Modelling and Visualization of XML and Semantic Web Data|MOVIX|C|0804|Data Format||||
43813|International Workshop on Post-Quantum Cryptography|PQCrypt|C|0804|Data Format||||
43821|International Workshop on Research Issues in Data Engineering|RIDE|B|0804|Data Format||||
43832|International Workshop on Software Quality|WoSQ|C|0804|Data Format||||
43834|International Workshop on Temporal Databases|TDB|C|0804|Data Format||||
43836|International Workshop on the Sate of the Art in Cryptology and New Challenges Ahead|Quo Vadis Cryptology|C|0804|Data Format||||
